,GAMA_ID,lambdar_log_mstar,z
2457,15986,9.882167,0.11375
2463,15992,10.02741,0.05612
2474,16003,9.665893,0.10086
2475,16004,9.4681425,0.08678
2476,16005,9.413845,0.09791
2479,16008,9.984154,0.12326
2480,16009,9.747657,0.12793
2482,16011,9.657879,0.12355
2485,16018,10.389701,0.05397
2486,16021,9.903287,0.12605
2487,16022,10.733674,0.05365
2488,16025,10.542029,0.11847
2489,16026,10.474005,0.05377
2490,16027,11.018626,0.1379
2494,16034,5.86563,0.00161
2495,16036,10.225395,0.11831
2501,16042,9.387563,0.11856
2502,16043,10.176308,0.13649
2509,16050,8.5815735,0.0538
2512,16054,10.448466,0.12725
2513,16059,10.88628,0.1378
2514,16060,10.412274,0.13696
2515,16061,10.925271,0.13667
2516,16062,11.056018,0.11805
2517,16063,9.793349,0.1192
2519,16065,9.101634,0.05396
2520,16066,10.94182,0.12739
2521,16067,10.078544,0.12608
2524,16070,9.684673,0.05536
2526,16072,11.491399,0.13263
2528,16074,10.077302,0.14787
2529,16075,9.98479,0.13362
2531,16077,9.828026,0.13316
2536,16082,11.39899,0.13643
2537,16083,10.670988,0.08737
2539,16085,10.539461,0.13642
2540,16086,11.1364355,0.13053
2565,16112,9.989037,0.13689
2570,16117,9.729123,0.13893
2572,16119,9.796742,0.13771
2573,16120,9.527503,0.13681
2579,16126,9.997087,0.13496
2581,16129,10.15324,0.13639
2582,16130,11.128235,0.13618
2583,16131,9.819063,0.13407
2584,16132,10.097479,0.12825
2587,16136,10.626028,0.13541
2589,16138,10.738609,0.13494
2590,16139,11.093092,0.13734
2591,16140,11.035171,0.13281
2593,16142,10.919864,0.13571
2594,16143,11.1965275,0.13688
2599,16148,11.703781,0.13621
2600,16149,10.668665,0.12775
2601,16150,10.781012,0.13635
2604,16153,10.6999235,0.13512
2607,16156,10.688603,0.13499
2608,16157,9.673361,0.1354
2609,16158,9.72359,0.1368
2612,16161,10.701333,0.13728
2613,16162,10.770327,0.13779
2615,16164,10.841205,0.09523
2617,16166,10.697005,0.09512
2620,16169,10.464077,0.13725
2621,16170,10.503548,0.13709
2624,16173,10.209739,0.13545
2632,16181,9.989898,0.13325
2634,16183,9.908318,0.13365
2641,16190,10.229383,0.12789
2642,16191,10.257249,0.13919
2643,16192,10.496633,0.1351
2648,16199,10.562134,0.12449
2649,16200,9.386672,0.09526
2651,16202,10.261221,0.09455
2652,16203,10.91827,0.12499
2653,16204,9.771444,0.12452
2654,16205,9.624881,0.12409
2655,16206,10.515246,0.09549
2656,16207,9.706404,0.09265
2657,16208,10.262177,0.09548
2658,16209,10.920907,0.095
2659,16210,10.403818,0.13373
2662,16213,10.289521,0.12796
2663,16214,10.223019,0.12654
2664,16215,11.286771,0.12703
2665,16216,10.419235,0.11575
2667,16218,9.24814,0.10806
2672,16223,10.420453,0.12452
2673,16224,9.604738,0.09519
2682,16233,9.837624,0.12106
2684,16235,9.734906,0.12499
2689,16240,-0.10955721,0.00026
2690,16241,10.053296,0.12879
2691,16242,10.776846,0.03416
2692,16243,9.782806,0.07124
2694,16246,10.87666,0.14887
2696,16248,10.51095,0.14934
2702,16254,10.454693,0.07144
2703,16255,9.760065,0.12455
2704,16256,10.670864,0.14954
2705,16257,10.995824,0.14831
2706,16258,10.432135,0.1492
2707,16259,11.029234,0.12821
2711,16263,10.682454,0.14951
2712,16264,10.653112,0.12491
2734,16288,9.79071,0.13613
2740,16294,9.061226,0.02895
2741,16295,10.205636,0.09579
2742,16296,10.427182,0.12905
2743,16297,9.301692,0.14447
2750,16305,10.504587,0.14941
2755,16310,8.285434,0.02902
2756,16311,9.797549,0.12873
2760,16317,10.862809,0.03411
2761,16318,9.824902,0.11959
2762,16319,10.475187,0.10481
2765,16323,9.715757,0.12814
2767,16325,10.364534,0.1196
2768,16326,10.395143,0.12784
2769,16327,11.0451145,0.07821
2770,16328,10.903383,0.11951
2772,16330,10.357724,0.078
2773,16331,11.09385,0.12917
2774,16332,10.142776,0.12891
2775,16333,8.625577,0.02976
2776,16334,10.329969,0.11858
2777,16335,10.743311,0.12866
2778,16336,10.556997,0.14991
2779,16337,9.77729,0.1201
2781,16339,10.774302,0.12742
2782,16340,10.385906,0.12881
2783,16341,10.75,0.1292
2784,16342,11.391058,0.12822
2785,16343,10.546545,0.12661
2787,16345,11.137396,0.12841
2789,16347,11.288373,0.11933
2791,16349,10.417756,0.12775
2794,16352,9.992045,0.11989
2796,16354,9.547676,0.0787
2798,16356,9.661407,0.11919
2801,16359,10.319835,0.12818
2804,16362,9.443577,0.07821
2808,16366,9.584826,0.10482
2810,16369,10.145369,0.12786
2811,16370,9.189763,0.11976
2813,16372,10.284446,0.03127
2815,16377,9.9994755,0.12824
2816,16378,9.947124,0.12967
2817,16379,11.221037,0.13276
2819,16381,10.334549,0.10328
2820,16382,10.779854,0.11865
2821,16383,9.592073,0.07821
2822,16384,9.885992,0.12732
2823,16385,10.96094,0.11963
2824,16386,10.749993,0.07853
2825,16387,10.462839,0.13063
2826,16388,10.8613,0.1278
2827,16389,10.911422,0.13061
2829,16392,9.063853,0.0296
2830,16393,10.720215,0.12016
2831,16394,11.514828,0.11909
2832,16395,10.186916,0.14999
2833,16396,10.403027,0.13004
2834,16397,10.225968,0.12892
2838,16401,9.978164,0.11806
2845,16408,10.25654,0.12435
2846,16410,9.54928,0.13008
2847,16411,8.537919,0.03039
2848,16412,8.115784,0.01346
2849,16413,8.585297,0.03138
2851,16415,10.038856,0.13215
2852,16416,9.412617,0.06164
2853,16417,10.401856,0.12823
2854,16418,9.837128,0.11945
2855,16419,9.899215,0.13081
2861,16426,9.410513,0.03067
2862,16428,10.415693,0.07199
2863,16429,9.626968,0.03053
2864,16430,9.462259,0.03079
2865,16431,9.632651,0.13826
2866,16432,10.247885,0.12033
2867,16433,11.414371,0.12815
2869,16435,10.733524,0.12836
2871,16437,10.621299,0.12906
2872,16438,10.398868,0.14552
2878,16444,8.309929,0.02604
2879,16445,6.9380064,0.01411
2881,16447,10.1022,0.11541
2889,16456,11.279758,0.10823
2891,16458,11.249902,0.13602
2892,16459,10.429691,0.13586
2893,16460,10.657601,0.10786
2898,16465,9.585849,0.12405
2905,16472,10.22481,0.12408
2906,16475,11.201729,0.11844
2908,16480,11.094959,0.10796
2909,16481,10.923349,0.12391
2910,16482,11.135794,0.1286
2911,16483,10.619334,0.12894
2915,16487,9.986115,0.05581
2916,16488,8.187201,0.03104
2917,16489,10.894663,0.12842
2918,16490,10.310015,0.10891
2919,16491,9.858315,0.11968
2920,16492,10.321195,0.11859
2923,16495,9.993918,0.13751
2925,16497,9.480346,0.10876
2926,16498,8.86223,0.03631
2927,16499,9.970869,0.119
2929,16501,9.769894,0.11723
2934,16507,11.197265,0.0559
2936,16514,11.22995,0.05668
2937,16515,8.832942,0.05747
2939,16517,10.980002,0.13559
2940,16518,10.077664,0.10562
2941,16519,9.847035,0.05686
2943,16521,10.224214,0.05545
2944,16522,10.053321,0.07243
2945,16523,9.511155,0.0569
2947,16525,10.411115,0.05663
2948,16526,10.622924,0.0562
2955,16533,10.128406,0.13726
2956,16534,9.831823,0.05675
2959,16537,9.167745,0.05627
2969,16547,8.996368,0.03392
2975,16556,10.495016,0.12869
2978,16559,10.078678,0.10613
2979,16560,9.769202,0.10603
2980,16561,10.009291,0.05616
2981,16562,10.311688,0.12882
2983,16564,9.792906,0.13591
2984,16566,10.076703,0.07917
2985,16567,11.13211,0.07819
2986,16568,10.854629,0.1231
2987,16569,9.715773,0.12369
2988,16570,10.748169,0.07793
2998,16580,2.0845947,0.00043
3008,16590,8.776525,0.05837
3009,16591,9.252145,0.05559
3010,16592,8.860736,0.03647
3012,16594,9.575912,0.07847
3017,16600,10.515226,0.12936
3018,16604,10.601731,0.12851
3020,16606,11.065382,0.13074
3021,16607,9.732546,0.05771
3022,16608,10.463753,0.13551
3024,16610,10.729159,0.13485
3025,16611,9.983439,0.13027
3026,16612,11.226128,0.14997
3028,16614,10.94706,0.12894
3037,16623,9.14171,0.06343
3042,16628,9.085609,0.10187
3044,16632,10.739291,0.08266
3045,16633,10.46228,0.13818
3046,16634,10.670568,0.12728
3048,16636,10.905753,0.14817
3049,16637,10.613759,0.14809
3050,16638,10.8917465,0.08269
3052,16640,10.553269,0.14998
3059,16647,9.023168,0.08214
3060,16648,10.282353,0.14906
3067,16655,8.7817545,0.08227
3069,16657,9.372012,0.10866
3070,16658,9.797544,0.12727
3073,16661,11.040302,0.14931
3074,16663,9.778072,0.14736
3077,16668,11.2344055,0.14964
3078,16669,10.450627,0.1491
3079,16670,10.757185,0.14814
3082,16673,11.303903,0.14724
3083,16674,10.632879,0.14773
3086,16677,10.622811,0.14889
3087,16678,10.158404,0.14771
3092,16684,11.029297,0.14781
3093,16685,10.83372,0.14852
3102,16694,10.344467,0.14975
3106,16698,9.958413,0.13678
3125,16722,10.626785,0.14858
3128,16725,11.179494,0.14993
3131,16728,10.452371,0.08233
3132,16729,9.643442,0.09146
3136,16733,10.668407,0.13247
3142,16739,8.674111,0.05725
3152,16751,11.890925,0.11619
3153,16752,10.4657545,0.11665
3155,16755,10.902307,0.11556
3156,16756,10.980934,0.14973
3158,16758,10.487532,0.11654
3161,16761,10.239689,0.10291
3162,16762,10.627428,0.13268
3163,16763,10.515738,0.1163
3164,16764,10.016129,0.11664
3166,16766,10.737595,0.11588
3168,16768,9.985481,0.11597
3180,16780,9.823477,0.14996
3182,16782,9.857008,0.10247
3188,16788,9.619898,0.11575
3192,16792,10.655307,0.05012
3195,16796,10.336295,0.13232
3202,16803,9.648412,0.13275
3205,16806,9.205978,0.08537
3208,16809,0.57234645,0.00016
3210,16811,8.544963,0.05784
3211,16812,9.885525,0.14357
3215,16816,10.196098,0.10761
3222,16823,8.882817,0.03305
3226,16828,9.059348,0.00629
3228,16832,9.181306,0.07055
3231,16835,10.728152,0.14366
3232,16836,10.556058,0.10867
3234,16838,10.149728,0.07864
3244,16848,8.584915,0.03308
3247,16851,9.867738,0.13092
3248,16852,9.579251,0.11778
3255,16863,8.829354,0.00606
3256,16865,10.976919,0.10884
3257,16866,9.913129,0.10903
3260,16869,8.673149,0.0327
3262,16871,9.81844,0.10934
3263,16872,10.1088505,0.10958
3264,16873,8.600292,0.03306
3278,16888,6.8093314,0.00716
3279,16889,10.120976,0.10902
3290,16903,10.112163,0.1163
3293,16907,10.276487,0.10325
3296,16910,11.527409,0.13754
3299,16914,10.462097,0.10982
3303,16918,8.682192,0.0328
3304,16919,9.01569,0.07014
3305,16920,8.990725,0.03885
3306,16921,10.264131,0.14888
3310,16926,10.592955,0.05038
3324,16941,10.276299,0.14883
3327,16944,10.264807,0.14927
3328,16945,10.747981,0.14929
3329,16946,10.736072,0.14891
3330,16947,10.501897,0.1491
3331,16948,8.941439,0.02654
3340,16957,10.025266,0.11838
3350,16969,10.729707,0.13766
3353,16973,10.06975,0.14463
3361,16982,9.047264,0.07055
3366,16993,10.07489,0.05823
3386,17029,10.067799,0.14883
3387,17030,8.06299,0.02743
3389,17032,9.392311,0.14893
3390,17033,9.711876,0.1489
3402,17045,10.092228,0.12114
3403,17046,9.876907,0.11547
3404,17047,8.751036,0.05569
3412,17055,8.396349,0.02848
3449,17093,10.674869,0.09556
3452,17096,10.875379,0.12096
3455,17099,10.290631,0.14375
3461,17105,9.651421,0.1013
3481,17125,9.399362,0.09581
3489,17134,8.952328,0.03424
3490,17135,0.9857846,1e-05
3491,17136,10.4850445,0.12092
3493,17138,10.488084,0.07062
3496,17141,10.664342,0.1464
3509,17157,10.104238,0.10376
3511,17160,9.643406,0.14641
3513,17162,11.175358,0.14063
3514,17163,10.275813,0.13995
3527,17176,8.157873,0.027
3534,17185,9.578525,0.11461
3537,17188,11.118914,0.07509
3538,17189,9.602427,0.06164
3551,17202,9.951946,0.11934
3555,17209,10.80966,0.09935
3561,17215,9.274749,0.07541
3584,17241,-0.17727435,8e-05
3586,17247,10.953068,0.13907
3589,17250,9.493059,0.09973
3590,17251,10.180511,0.11724
3591,17252,10.085198,0.14016
3597,17258,9.671619,0.14791
3598,17259,8.903388,0.0403
3599,17262,11.09541,0.1457
3600,17263,8.647381,0.04271
3602,17265,10.885911,0.13063
3605,17268,10.402349,0.1313
3609,17272,10.537342,0.13083
3610,17273,10.652953,0.06906
3613,17276,9.890936,0.13125
3619,17282,9.460524,0.13121
3625,17290,9.039511,0.08235
3626,17291,9.09193,0.08251
3627,17292,9.784435,0.14315
3628,17293,9.506507,0.06487
3629,17294,10.70578,0.0644
3631,17296,8.813932,0.04339
3632,17297,10.646202,0.13145
3638,17303,10.16027,0.13206
3642,17307,9.832603,0.13208
3646,17312,10.224654,0.0799
3647,17314,10.731313,0.04323
3650,17318,10.880797,0.13176
3651,17319,10.151742,0.0462
3654,17322,9.824733,0.11191
3655,17323,10.415117,0.11687
3657,17325,9.847799,0.14176
3658,17326,9.7669,0.10176
3671,17341,9.939112,0.14693
3672,17342,9.889203,0.1224
3673,17343,9.856017,0.13155
3681,17355,10.725744,0.09869
3682,17356,10.65718,0.11714
3684,17358,9.87358,0.09886
3685,17359,8.921326,0.03282
3686,17360,9.339097,0.04822
3687,17361,11.2528,0.14795
3688,17362,9.140866,0.03488
3690,17364,10.219643,0.10207
3691,17365,9.450162,0.09754
3692,17366,10.219299,0.10169
3693,17367,9.519759,0.14705
3694,17368,10.737036,0.09855
3696,17370,10.099487,0.14774
3700,17374,9.452046,0.09798
3706,17385,10.54046,0.03487
3707,17387,11.07899,0.14849
3709,17389,9.929241,0.14512
3710,17390,11.357028,0.0918
3711,17391,10.48553,0.08177
3712,17392,10.435768,0.146
3717,17398,10.37356,0.14573
3721,17402,9.89858,0.14658
3723,17404,9.65806,0.14228
3726,17407,9.050121,0.05574
3729,17410,8.660537,0.03475
3731,17414,9.707239,0.04273
3732,17415,11.162316,0.13185
3733,17416,10.219425,0.10212
3740,17429,8.746854,0.04349
3741,17430,9.112669,0.06898
3746,21786,9.923752,0.1005
3747,21789,10.34593,0.10033
3749,21792,9.419284,0.09367
3751,21794,10.887193,0.13342
3752,21807,9.458961,0.1003
3753,21809,9.650817,0.07298
3754,21810,10.793559,0.07439
3755,21811,9.506405,0.09769
3756,21813,10.235709,0.13432
3757,21814,11.794859,0.13344
3758,21816,10.9223175,0.10055
3761,21832,9.194104,0.07372
3762,21834,11.093747,0.14796
3764,21836,8.46689,0.01985
3769,21851,10.053322,0.14737
3770,21859,11.080388,0.11103
3771,21860,10.634337,0.10879
3772,21861,10.430827,0.11102
3774,21863,10.168348,0.13404
3775,21864,10.432827,0.13327
3776,21865,10.366098,0.13375
3780,21880,10.128631,0.12624
3781,21881,11.44806,0.13416
3782,21883,9.671087,0.07757
3783,21885,10.384509,0.07443
3784,21886,10.04745,0.14645
3785,21887,10.922357,0.07401
3786,21888,10.366432,0.13436
3787,21889,10.527802,0.13409
3788,21890,10.96491,0.13373
3793,21901,9.46018,0.07349
3797,21910,7.8783107,0.0182
3798,21911,10.755522,0.10454
3799,21913,10.697774,0.1325
3801,21922,10.100654,0.09277
3802,21924,10.352923,0.13325
3803,21929,10.107388,0.07475
3804,21930,10.175268,0.0754
3805,21931,10.86512,0.14056
3806,21933,9.815444,0.07461
3807,21934,10.975614,0.14041
3809,21936,10.753715,0.09918
3811,21940,10.157905,0.10458
3813,21951,11.168275,0.09946
3814,21953,11.094805,0.07696
3815,21954,9.936541,0.07703
3816,21955,10.823146,0.10945
3817,21956,10.017605,0.10924
3818,21958,8.939356,0.04082
3823,21963,9.726566,0.07653
3824,21966,10.898051,0.12613
3828,21976,10.166678,0.07576
3829,21979,9.299137,0.04104
3831,21990,10.662258,0.075
3832,21991,10.097525,0.13982
3833,21992,11.04501,0.10814
3834,21993,9.869309,0.07664
3835,21994,10.309429,0.07361
3836,21996,10.566822,0.13363
3837,21998,10.73472,0.12642
3838,22000,10.054924,0.06032
3839,22001,10.751737,0.13348
3843,22012,9.881672,0.10783
3848,22021,10.132037,0.1006
3849,22022,10.41043,0.10037
3851,22025,11.004124,0.13641
3857,22044,9.799549,0.10051
3858,22046,10.208672,0.1053
3861,22062,10.426877,0.13884
3862,22065,9.665331,0.06842
3864,22070,9.797599,0.04763
3865,22071,10.153382,0.07488
3866,22072,10.516998,0.10543
3868,22075,10.269305,0.10564
3875,22093,9.1068,0.06214
3877,22099,10.544268,0.09404
3884,22119,9.156924,0.05997
3886,22121,10.026581,0.07573
3887,22123,10.764345,0.13361
3888,22124,10.255458,0.13383
3890,22127,10.323736,0.12295
3891,22128,10.089134,0.09272
3892,22129,10.293435,0.09245
3898,22147,10.005946,0.10527
3899,22149,11.013029,0.10587
3904,22167,11.020526,0.14805
3905,22170,9.108423,0.02834
3907,22174,10.034761,0.10552
3908,22175,8.778924,0.02827
3911,22178,8.554658,0.02842
3913,22193,9.948519,0.10744
3917,22200,9.576312,0.0597
3921,22211,9.898494,0.09704
3928,22233,10.678593,0.09621
3929,22234,10.680654,0.14569
3932,22238,10.878422,0.12635
3933,22239,10.655471,0.10824
3934,22240,9.700714,0.06338
3935,22241,9.79768,0.10835
3941,22272,10.965922,0.10429
3944,22279,10.788854,0.09395
3949,22292,9.673815,0.10754
3950,22293,9.570113,0.09353
3956,22312,10.69683,0.10147
3959,22316,10.06698,0.13324
3966,22345,10.591069,0.04742
3968,22352,9.137486,0.04728
3969,22353,10.981801,0.1265
3970,22354,10.543644,0.12923
3971,22355,10.523832,0.12637
3972,22356,9.666788,0.047
3988,22414,10.059541,0.10629
3993,22422,10.829839,0.10703
3998,22454,10.6930275,0.07829
3999,22457,9.8706255,0.07832
4003,22463,9.777077,0.07853
4004,22464,10.363425,0.08488
4011,22477,10.050471,0.13285
4012,22480,9.964505,0.07783
4013,22486,9.259922,0.04681
4014,22487,10.633588,0.10555
4018,22491,11.379637,0.10624
4019,22492,10.561363,0.1048
4021,22494,11.20064,0.10587
4023,22498,11.02138,0.14037
4025,22511,10.298311,0.12899
4027,22513,9.86738,0.10038
4028,22514,9.788588,0.14624
4031,22525,10.10166,0.12885
4034,22530,9.256122,0.0889
4045,22554,10.499944,0.07966
4047,22556,11.134528,0.13765
4051,22582,11.34874,0.07781
4052,22583,10.6736965,0.08046
4053,22584,10.267777,0.09705
4054,22585,10.891002,0.13789
4057,22588,10.67363,0.13719
4058,22589,10.620615,0.07861
4059,22590,11.053094,0.13764
4061,22592,9.702954,0.08495
4064,22595,11.4111,0.07834
4065,22596,11.01383,0.07796
4066,22597,9.976097,0.07784
4067,22599,10.614656,0.07709
4068,22600,10.313609,0.13693
4072,22609,10.6168995,0.13756
4073,22619,10.058091,0.13613
4074,22622,9.431209,0.07796
4076,22633,10.230605,0.0705
4077,22634,9.630471,0.07111
4080,22638,10.538057,0.07788
4084,22643,9.834285,0.09482
4086,22651,7.5012307,0.00452
4087,22652,9.853203,0.07766
4088,22653,9.609344,0.07917
4091,22667,9.509921,0.08886
4092,22668,10.15363,0.14826
4093,22669,10.706219,0.13768
4094,22670,9.967815,0.0949
4104,22695,10.849068,0.13319
4108,22700,10.8910055,0.10634
4122,22737,9.938973,0.14352
4124,22739,10.07948,0.06304
4125,22741,10.08649,0.00629
4133,22757,9.385384,0.07635
4135,22778,10.379805,0.08894
4136,22779,8.793199,0.04739
4140,22783,9.695764,0.06272
4148,22805,10.058379,0.03944
4151,22809,9.834013,0.09331
4152,22810,10.951009,0.12844
4153,22811,10.941082,0.12842
4154,22812,10.198551,0.08808
4164,22834,10.636172,0.03933
4165,22836,10.896554,0.07773
4167,22839,9.631782,0.03908
4169,22844,11.160632,0.03955
4171,22849,10.816713,0.07859
4172,22852,9.398257,0.06449
4173,22853,9.054417,0.06441
4175,22859,9.63139,0.04889
4176,22862,9.94869,0.07963
4179,22877,11.0609665,0.13064
4180,22878,10.997813,0.13039
4181,22880,10.029786,0.0646
4182,22881,10.548438,0.07835
4183,22883,10.754569,0.06413
4185,22886,10.786315,0.12351
4186,22887,10.739394,0.0362
4189,22891,10.981732,0.13544
4190,22892,11.009035,0.13576
4191,22894,10.087263,0.13138
4192,22896,10.737865,0.13086
4193,22897,10.431208,0.1306
4195,22900,11.661878,0.13252
4196,22901,9.3678875,0.06463
4203,22915,10.103269,0.07864
4204,22924,10.526581,0.13875
4205,22925,10.47794,0.09548
4210,22932,9.645546,0.0393
4212,22935,10.146337,0.06429
4213,22936,9.359981,0.0637
4219,22946,10.071408,0.14725
4220,22948,9.265459,0.0789
4222,22962,9.6991825,0.04781
4223,22963,11.248744,0.13157
4224,22965,10.008052,0.06453
4231,22983,10.638102,0.10347
4232,22984,10.401441,0.13179
4233,22985,10.960053,0.14689
4234,22987,10.421652,0.10324
4246,23037,10.741323,0.07831
4250,23042,2.1829877,4e-05
4253,23047,10.28411,0.07821
4260,23070,11.154175,0.07909
4263,23074,10.056373,0.12622
4264,23075,10.66362,0.04881
4266,23077,10.32026,0.07788
4267,23078,10.592423,0.14016
4268,23079,9.936471,0.11743
4269,23080,10.444088,0.14066
4270,23081,9.66572,0.08475
4271,23082,11.396979,0.07853
4272,23084,10.768323,0.12509
4273,23085,10.093068,0.12487
4275,23088,9.652343,0.07895
4276,23094,10.242453,0.14001
4277,23095,9.886066,0.11712
4280,23104,10.89726,0.07795
4281,23105,10.651516,0.13936
4282,23106,9.54068,0.08544
4283,23107,11.17268,0.13987
4284,23108,10.978304,0.14157
4285,23109,10.816792,0.14013
4286,23110,9.751416,0.07908
4288,23112,10.66413,0.08204
4289,23114,10.217024,0.08276
4290,23115,9.5548935,0.08254
4291,23116,9.463254,0.08124
4292,23117,11.430579,0.08189
4293,23118,10.56343,0.08178
4294,23119,10.301807,0.12438
4296,23122,10.475872,0.14148
4303,23143,9.625212,0.085
4304,23144,10.902556,0.08382
4305,23146,10.369461,0.08183
4306,23147,10.000139,0.08214
4307,23148,10.410665,0.08501
4308,23149,9.950687,0.08196
4309,23151,10.687753,0.14105
4311,23153,11.171173,0.08476
4312,23154,10.903,0.14232
4313,23156,10.181065,0.11186
4314,23157,11.174663,0.11151
4322,23180,11.104861,0.08183
4327,23187,11.171126,0.14278
4328,23188,9.913832,0.08436
4329,23189,9.855605,0.08446
4330,23190,10.01928,0.10348
4332,23192,10.572578,0.14352
4334,23194,11.468683,0.14351
4340,23213,10.17142,0.08248
4342,23225,10.638571,0.02004
4344,23227,10.986794,0.14294
4348,23231,10.990404,0.11172
4350,23233,10.409597,0.1428
4351,23235,10.889004,0.1411
4352,23236,10.727105,0.14443
4353,23237,10.494423,0.10803
4354,23238,10.867915,0.13936
4358,23247,8.580383,0.01969
4360,23259,10.66108,0.0825
4362,23262,10.789438,0.11194
4363,23263,11.164295,0.11159
4365,23265,11.242794,0.07795
4366,23266,10.688457,0.07714
4370,23270,10.39208,0.14643
4373,23273,9.563055,0.08319
4375,23276,10.559798,0.08327
4376,23278,10.380367,0.08156
4377,23279,10.087875,0.08261
4385,23291,9.957602,0.07858
4386,23295,9.958492,0.11118
4389,23315,11.042443,0.11178
4390,23318,10.17998,0.13173
