# 1: Tile name,# 2: Right ascension (degr,# 3: Declination (degr,# 4: Filter,# 5: Date (start of observation,# 6: Average PSF FWHM (arcsec),# 7: Average PSF ellipticity,# 8: Limiting magnitude (5 sigma,# 9: 98% completeness (mag),# 10: Average effective gain,# 11: Quality grade
KIDS_43.7_-30.2,43.706,-30.17,g,12/21/14 03:51 AM,1.1,0.03,25.28,24.04,1.71E+13,B
KIDS_52.3_-33.1,52.277,-33.137,r,11/18/12 05:56 AM,0.71,0.05,25,23.99,2.90E+13,C
KIDS_332.0_-31.2,332.039,-31.159,u,10/24/14 01:08 AM,1.05,0.04,24.1,22.95,3.21E+12,B
KIDS_45.1_-33.1,45.149,-33.137,u,11/08/12 05:28 AM,0.99,0.03,24.21,23.05,3.41E+12,B
KIDS_218.0_-0.5,218,-0.5,g,04/14/15 06:55 AM,1.01,0.06,24.87,23.73,1.60E+13,A
KIDS_344.9_-31.2,344.854,-31.159,i,11/10/11 03:04 AM,1.05,0.04,23.41,22.17,1.34E+13,B
KIDS_217.0_1.5,217,1.489,g,05/13/15 05:35 AM,0.69,0.05,24.99,23.98,1.56E+13,A
KIDS_218.0_-0.5,218,-0.5,i,03/24/13 06:11 AM,0.62,0.06,23.84,23.01,1.35E+13,B
KIDS_180.5_-2.5,180.501,-2.478,g,04/19/14 12:44 AM,0.9,0.04,25.11,24,1.71E+13,B
KIDS_173.0_-0.5,173,-0.5,r,04/09/13 04:18 AM,0.61,0.05,24.89,23.97,3.17E+13,A
KIDS_218.0_-0.5,218,-0.5,r,04/28/14 04:09 AM,0.58,0.06,24.9,24.1,3.13E+13,B
KIDS_211.6_-2.5,211.588,-2.478,u,02/25/15 08:44 AM,0.92,0.05,24.09,22.97,3.07E+12,B
KIDS_221.0_-0.5,221,-0.5,g,05/14/15 05:53 AM,0.7,0.06,25.08,24.04,1.62E+13,B
KIDS_0.0_-33.1,0,-33.137,r,09/26/14 01:45 AM,0.63,0.04,24.94,24.02,2.77E+13,A
KIDS_175.5_2.5,175.487,2.478,i,12/29/12 07:02 AM,1.08,0.07,23.46,22.24,1.37E+13,B
KIDS_210.6_-2.5,210.585,-2.478,i,06/08/12 04:45 AM,0.86,0.04,23.56,22.47,1.27E+13,C
KIDS_1.2_-32.1,1.176,-32.148,i,10/05/11 02:31 AM,0.56,0.05,23.94,23.03,1.36E+13,B
KIDS_175.5_2.5,175.487,2.478,g,05/10/15 11:56 PM,0.89,0.06,25.17,24.05,1.73E+13,A
KIDS_339.8_-33.1,339.802,-33.137,u,08/31/11 03:23 AM,0.89,0.04,24.33,23.23,3.46E+12,B
KIDS_346.2_-30.2,346.198,-30.17,r,07/20/14 06:02 AM,0.51,0.05,25.07,24.33,3.10E+13,B
KIDS_37.2_-34.1,37.2,-34.126,r,11/25/14 02:59 AM,0.85,0.05,25.19,24.14,3.18E+13,B
KIDS_175.5_2.5,175.487,2.478,r,04/22/14 12:39 AM,0.64,0.05,24.88,23.96,3.01E+13,B
KIDS_339.8_-33.1,339.802,-33.137,r,09/30/14 12:54 AM,0.76,0.04,24.85,23.84,3.03E+13,B
KIDS_346.2_-30.2,346.198,-30.17,i,07/01/12 05:20 AM,0.74,0.05,23.39,22.36,1.29E+13,C
KIDS_236.0_-0.5,236,-0.5,u,05/06/14 06:27 AM,0.83,0.04,24.14,22.77,3.27E+12,B
KIDS_340.8_-34.1,340.8,-34.126,g,05/07/14 08:52 AM,0.65,0.06,24.94,24.03,1.62E+13,A
KIDS_210.6_-2.5,210.585,-2.478,g,03/25/14 06:38 AM,0.68,0.05,24.76,23.69,1.67E+13,B
KIDS_234.0_-0.5,234,-0.5,i,07/16/14 02:42 AM,0.7,0.05,23.68,22.67,1.34E+13,B
KIDS_237.0_-0.5,237,-0.5,r,04/09/13 08:57 AM,0.82,0.04,24.77,23.72,3.15E+13,A
KIDS_339.3_-30.2,339.297,-30.17,u,10/22/13 12:42 AM,1.01,0.04,24.25,23.09,3.50E+12,A
KIDS_340.0_-32.1,340,-32.148,i,05/01/15 08:33 AM,1.23,0.06,23.73,22.4,1.24E+13,B
KIDS_217.0_-1.5,217,-1.489,r,04/03/14 06:02 AM,0.6,0.05,24.88,24.01,3.23E+13,A
KIDS_237.0_0.5,237,0.5,g,07/11/13 03:58 AM,0.95,0.04,25.1,23.92,1.61E+13,B
KIDS_340.8_-34.1,340.8,-34.126,r,07/21/14 07:42 AM,0.92,0.05,25.08,23.92,3.19E+13,A
KIDS_47.5_-33.1,47.525,-33.137,u,11/20/12 05:47 AM,0.95,0.03,24.08,22.86,3.31E+12,B
KIDS_138.4_2.5,138.384,2.478,i,05/08/12 01:31 AM,0.94,0.05,23.29,22.06,1.31E+13,B
KIDS_182.5_2.5,182.507,2.478,i,01/24/13 06:04 AM,0.71,0.06,23.63,22.65,1.37E+13,B
KIDS_182.5_2.5,182.507,2.478,g,02/16/15 05:06 AM,0.85,0.05,25.14,24.12,1.70E+13,B
KIDS_175.0_0.5,175,0.5,i,06/29/14 12:24 AM,0.9,0.05,23.82,22.68,1.34E+13,A
KIDS_37.2_-34.1,37.2,-34.126,u,01/09/15 12:50 AM,1.11,0.03,24.25,23.1,3.45E+12,B
KIDS_215.0_-1.5,215,-1.489,i,03/24/13 07:41 AM,0.78,0.05,23.96,22.96,1.35E+13,B
KIDS_182.5_2.5,182.507,2.478,r,04/23/14 02:27 AM,0.81,0.05,24.85,23.84,3.11E+13,B
KIDS_238.0_1.5,238,1.489,i,03/17/14 08:49 AM,0.9,0.05,23.3,22.15,1.24E+13,B
KIDS_220.6_-2.5,220.613,-2.478,r,04/09/13 05:41 AM,0.74,0.06,24.89,23.91,3.21E+13,A
KIDS_348.1_-33.1,348.119,-33.137,g,08/01/14 05:58 AM,0.84,0.04,25.23,24.1,1.70E+13,A
KIDS_158.0_0.5,158,0.5,u,01/17/15 06:13 AM,1.23,0.04,24.18,22.78,3.04E+12,B
KIDS_214.6_2.5,214.596,2.478,i,02/25/13 05:31 AM,0.8,0.06,23.24,22.19,1.36E+13,B
KIDS_233.0_-0.5,233,-0.5,r,07/17/15 02:10 AM,0.7,0.05,25.12,24.11,2.97E+13,B
KIDS_158.0_0.5,158,0.5,r,01/16/15 07:33 AM,0.65,0.05,25.09,24.2,3.14E+13,A
KIDS_158.0_0.5,158,0.5,g,12/25/14 07:08 AM,0.8,0.04,25.11,24.08,1.69E+13,A
KIDS_233.0_-0.5,233,-0.5,g,07/19/15 02:29 AM,0.76,0.05,24.48,23.43,8.62E+12,B
KIDS_217.0_-0.5,217,-0.5,r,03/13/14 08:34 AM,0.61,0.05,25.04,24.2,3.20E+13,A
KIDS_219.0_0.5,219,0.5,u,06/16/12 02:10 AM,1.08,0.03,24.12,23,3.31E+12,B
KIDS_187.5_-2.5,187.521,-2.478,u,03/25/14 04:38 AM,0.77,0.05,24.2,22.87,3.40E+12,B
KIDS_336.5_-32.1,336.471,-32.148,r,06/19/15 09:03 AM,0.71,0.05,25.04,24.07,2.93E+13,B
KIDS_219.0_0.5,219,0.5,i,07/12/14 01:24 AM,0.9,0.05,23.51,22.41,1.35E+13,C
KIDS_335.5_-31.2,335.534,-31.159,i,06/01/12 05:54 AM,0.82,0.07,23.53,22.57,1.28E+13,B
KIDS_213.0_0.5,213,0.5,u,03/07/14 06:55 AM,1.05,0.04,24.13,22.88,3.32E+12,A
KIDS_336.5_-32.1,336.471,-32.148,g,05/21/15 07:29 AM,0.99,0.06,25.1,23.92,1.65E+13,B
KIDS_48.7_-33.1,48.713,-33.137,u,01/24/12 02:20 AM,1.15,0.03,24.28,23.22,3.10E+12,B
KIDS_219.6_2.5,219.61,2.478,r,08/02/13 11:47 PM,0.75,0.05,24.78,23.79,3.08E+13,C
KIDS_183.5_-2.5,183.51,-2.478,r,03/01/14 04:42 AM,0.73,0.06,24.88,23.87,3.15E+13,A
KIDS_335.5_-31.2,335.534,-31.159,u,08/21/14 03:05 AM,0.95,0.03,24.34,23.1,3.40E+12,A
KIDS_352.9_-33.1,352.871,-33.137,r,07/16/13 06:39 AM,0.79,0.08,25.08,24.21,3.16E+13,B
KIDS_357.7_-31.2,357.67,-31.159,u,08/03/14 06:30 AM,1.01,0.04,24.32,23.21,3.29E+12,B
KIDS_183.5_-2.5,183.51,-2.478,g,01/20/15 08:03 AM,0.89,0.04,25.13,24.02,1.74E+13,A
KIDS_357.6_-33.1,357.624,-33.137,r,09/26/14 03:01 AM,0.7,0.05,25.01,24.05,2.82E+13,B
KIDS_211.0_0.5,211,0.5,r,07/20/14 11:27 PM,0.58,0.05,25.01,24.18,3.15E+13,A
KIDS_45.1_-33.1,45.149,-33.137,g,01/01/14 03:19 AM,1.11,0.04,25.27,24.05,1.71E+13,B
KIDS_233.0_0.5,233,0.5,r,07/18/14 01:16 AM,0.74,0.04,25.06,24.07,3.07E+13,B
KIDS_174.5_-2.5,174.485,-2.478,u,02/01/14 05:54 AM,0.91,0.04,24.2,23.16,3.27E+12,A
KIDS_45.4_-31.2,45.437,-31.159,r,12/27/13 02:49 AM,0.63,0.04,25.19,24.27,2.95E+13,A
KIDS_340.0_-32.1,340,-32.148,g,09/16/11 12:24 AM,0.8,0.05,25.1,24.1,1.71E+13,B
KIDS_44.0_-33.1,43.96,-33.137,i,12/16/11 05:26 AM,0.73,0.05,23.57,22.58,1.28E+13,B
KIDS_178.5_2.5,178.496,2.478,r,03/27/14 03:38 AM,0.66,0.06,24.79,23.92,2.97E+13,A
KIDS_174.0_-0.5,174,-0.5,i,07/05/12 11:27 PM,1.06,0.04,23.76,22.52,1.34E+13,B
KIDS_174.5_-2.5,174.485,-2.478,g,01/27/15 07:08 AM,0.84,0.05,25.14,24.01,1.63E+13,B
